"zip","name","empflag","emp_nf","emp","qp1_nf","qp1","ap_nf","ap","est","city","stabbr","cty_name"
"24143","RADFORD, VA",,"J",212,"J",1664,"J",8731,20,"RADFORD","VA","RADFORD"
"24147","RICH CREEK, VA",,"H",475,"H",3309,"H",12691,34,"RICH CREEK","VA","GILES"
"24148","RIDGEWAY, VA",,"G",2066,"G",14935,"G",59948,126,"RIDGEWAY","VA","HENRY"
"24149","RINER, VA",,"J",159,"H",959,"H",4392,41,"RINER","VA","MONTGOMERY"
"24150","RIPPLEMEAD, VA",,"J",181,"J",2153,"J",8665,7,"RIPPLEMEAD","VA","GILES"
"24151","ROCKY MOUNT, VA",,"G",7894,"G",53663,"G",231333,543,"ROCKY MOUNT","VA","FRANKLIN"
"24153","SALEM, VA",,"G",20896,"H",237932,"G",975606,1109,"SALEM","VA","SALEM"
"24161","SANDY LEVEL, VA",,"J",26,"J",461,"J",1815,8,"SANDY LEVEL","VA","PITTSYLVANIA"
"24162","SHAWSVILLE, VA",,"G",201,"G",1056,"G",4689,39,"SHAWSVILLE","VA","MONTGOMERY"
"24165","SPENCER, VA",,"G",69,"G",387,"G",1729,24,"SPENCER","VA","HENRY"
"24168","STANLEYTOWN, VA",,"G",238,"G",1277,"G",5073,14,"STANLEYTOWN","VA","HENRY"
"24171","STUART, VA",,"G",3083,"G",18115,"G",79173,175,"STUART","VA","PATRICK"
"24174","THAXTON, VA",,"G",114,"G",718,"G",3321,20,"THAXTON","VA","BEDFORD"
"24175","TROUTVILLE, VA",,"H",2566,"G",15157,"G",65905,167,"TROUTVILLE","VA","BOTETOURT"
"24176","UNION HALL, VA",,"G",124,"H",985,"H",4255,30,"UNION HALL","VA","FRANKLIN"
"24177","VESTA, VA","B","D",0,"D",0,"D",0,3,"VESTA","VA","PATRICK"
"24179","VINTON, VA",,"G",3379,"G",23902,"G",97615,374,"VINTON","VA","ROANOKE"
"24184","WIRTZ, VA",,"G",546,"G",3542,"G",16683,82,"WIRTZ","VA","FRANKLIN"
"24185","WOOLWINE, VA",,"H",136,"G",1022,"G",4566,10,"WOOLWINE","VA","PATRICK"
"24201","BRISTOL, VA",,"G",6599,"G",52935,"G",214608,466,"BRISTOL","VA","BRISTOL CITY"
"24202","BRISTOL, VA",,"H",5931,"H",67060,"H",249088,282,"BRISTOL","VA","WASHINGTON"
"24203","BRISTOL, VA",,"H",174,"H",1486,"H",6439,14,"BRISTOL","VA","BRISTOL CITY"
"24209","BRISTOL, VA","G","D",0,"D",0,"D",0,10,"BRISTOL","VA","BRISTOL CITY"
"24210","ABINGDON, VA",,"G",9687,"H",99632,"H",398882,617,"ABINGDON","VA","WASHINGTON"
"24211","ABINGDON, VA",,"G",1237,"G",7741,"G",35031,158,"ABINGDON","VA","WASHINGTON"
"24212","ABINGDON, VA",,"H",407,"H",6551,"H",20079,45,"ABINGDON","VA","WASHINGTON"
"24216","APPALACHIA, VA",,"H",597,"J",9417,"H",27052,43,"APPALACHIA","VA","WISE"
"24217","BEE, VA",,"H",35,"G",151,"H",681,6,"BEE","VA","DICKENSON"
"24218","BEN HUR, VA",,"J",28,"J",72,"H",285,3,"BEN HUR","VA","LEE"
"24219","BIG STONE GAP, VA",,"H",2243,"H",15609,"G",67054,200,"BIG STONE GAP","VA","WISE"
"24220","BIRCHLEAF, VA",,"J",21,"J",85,"H",435,5,"BIRCHLEAF","VA","DICKENSON"
"24221","BLACKWATER, VA","A","D",0,"D",0,"D",0,2,"BLACKWATER","VA","LEE"
"24224","CASTLEWOOD, VA",,"G",431,"G",2566,"G",11248,58,"CASTLEWOOD","VA","RUSSELL"
"24225","CLEVELAND, VA",,"G",93,"J",1963,"J",6267,10,"CLEVELAND","VA","RUSSELL"
"24226","CLINCHCO, VA",,"G",46,"H",475,"H",1852,10,"CLINCHCO","VA","DICKENSON"
"24228","CLINTWOOD, VA",,"G",1394,"G",10398,"G",45257,121,"CLINTWOOD","VA","DICKENSON"
"24230","COEBURN, VA",,"G",990,"G",6733,"G",29580,133,"COEBURN","VA","WISE"
"24236","DAMASCUS, VA",,"H",548,"J",3552,"J",19780,50,"DAMASCUS","VA","WASHINGTON"
"24237","DANTE, VA",,"H",24,"J",255,"J",1362,6,"DANTE","VA","RUSSELL"
"24239","DAVENPORT, VA",,"J",11,"J",48,"J",253,3,"DAVENPORT","VA","BUCHANAN"
"24243","DRYDEN, VA",,"H",87,"H",406,"H",1437,12,"DRYDEN","VA","LEE"
"24244","DUFFIELD, VA",,"G",1683,"G",17179,"G",67287,65,"DUFFIELD","VA","SCOTT"
"24245","DUNGANNON, VA",,"H",50,"H",403,"H",1907,7,"DUNGANNON","VA","SCOTT"
"24246","EAST STONE GAP, VA",,"J",16,"G",105,"G",358,4,"EAST STONE GAP","VA","WISE"
"24248","EWING, VA",,"H",331,"H",1231,"H",5341,24,"EWING","VA","LEE"
"24250","FORT BLACKMORE, VA",,"J",48,"J",165,"J",714,10,"FORT BLACKMORE","VA","SCOTT"
"24251","GATE CITY, VA",,"G",889,"G",5471,"G",23990,108,"GATE CITY","VA","SCOTT"
"24256","HAYSI, VA",,"H",241,"G",1487,"G",5979,47,"HAYSI","VA","DICKENSON"
"24258","HILTONS, VA",,"J",47,"J",338,"J",1726,8,"HILTONS","VA","SCOTT"
"24260","HONAKER, VA",,"G",467,"G",3587,"G",16435,72,"HONAKER","VA","RUSSELL"
"24263","JONESVILLE, VA",,"G",775,"H",5027,"H",22563,78,"JONESVILLE","VA","LEE"
"24265","KEOKEE, VA","B","D",0,"D",0,"D",0,2,"KEOKEE","VA","LEE"
"24266","LEBANON, VA",,"G",4110,"G",33919,"G",140840,245,"LEBANON","VA","RUSSELL"
"24269","MC CLURE, VA",,"H",95,"H",1433,"H",5413,5,"MC CLURE","VA","DICKENSON"
"24270","MENDOTA, VA","A","D",0,"D",0,"D",0,2,"MENDOTA","VA","WASHINGTON"
"24271","NICKELSVILLE, VA",,"H",83,"G",366,"G",1656,18,"NICKELSVILLE","VA","SCOTT"
"24272","NORA, VA","C","D",0,"D",0,"D",0,4,"NORA","VA","DICKENSON"
"24273","NORTON, VA",,"H",6171,"H",66580,"H",257313,284,"NORTON","VA","NORTON CITY"
"24277","PENNINGTON GAP, VA",,"G",1125,"G",6933,"G",31397,123,"PENNINGTON GAP","VA","LEE"
"24279","POUND, VA",,"G",535,"H",4186,"H",17088,65,"POUND","VA","WISE"
"24280","ROSEDALE, VA",,"H",323,"G",3690,"G",15292,26,"ROSEDALE","VA","RUSSELL"
"24281","ROSE HILL, VA",,"H",173,"G",992,"G",4320,21,"ROSE HILL","VA","LEE"
"24282","SAINT CHARLES, VA",,"H",48,"H",440,"H",1290,4,"SAINT CHARLES","VA","LEE"
"24283","SAINT PAUL, VA",,"G",572,"H",5429,"H",21632,57,"SAINT PAUL","VA","WISE"
"24290","WEBER CITY, VA",,"G",801,"G",4910,"G",20688,63,"WEBER CITY","VA","SCOTT"
"24292","WHITETOP, VA",,"J",21,"H",87,"H",537,6,"WHITETOP","VA","GRAYSON"
"24293","WISE, VA",,"G",2957,"G",20745,"G",84334,215,"WISE","VA","WISE"
"24301","PULASKI, VA",,"G",2797,"G",26477,"G",110457,237,"PULASKI","VA","PULASKI"
"24311","ATKINS, VA",,"H",1828,"H",18019,"H",75749,35,"ATKINS","VA","SMYTH"
"24312","AUSTINVILLE, VA",,"G",95,"H",716,"H",2742,16,"AUSTINVILLE","VA","WYTHE"
"24313","BARREN SPRINGS, VA",,"G",37,"H",153,"G",586,5,"BARREN SPRINGS","VA","WYTHE"
"24314","BASTIAN, VA",,"J",559,"J",6569,"J",26961,25,"BASTIAN","VA","BLAND"
"24315","BLAND, VA",,"J",718,"J",7225,"J",28285,35,"BLAND","VA","BLAND"
"24317","CANA, VA",,"G",215,"G",1253,"G",6375,39,"CANA","VA","CARROLL"
"24318","CERES, VA","B","D",0,"D",0,"D",0,2,"CERES","VA","BLAND"
"24319","CHILHOWIE, VA",,"G",1745,"G",11749,"H",51492,97,"CHILHOWIE","VA","SMYTH"
"24323","CROCKETT, VA",,"J",13,"H",65,"H",231,6,"CROCKETT","VA","WYTHE"
"24324","DRAPER, VA",,"J",260,"H",2026,"H",8959,24,"DRAPER","VA","PULASKI"
"24325","DUGSPUR, VA",,"J",32,"H",98,"G",434,7,"DUGSPUR","VA","CARROLL"
"24326","ELK CREEK, VA",,"J",32,"J",129,"J",475,10,"ELK CREEK","VA","GRAYSON"
"24327","EMORY, VA","E","D",0,"D",0,"D",0,7,"EMORY","VA","WASHINGTON"
"24328","FANCY GAP, VA",,"J",163,"G",750,"G",3209,38,"FANCY GAP","VA","CARROLL"
"24330","FRIES, VA",,"J",163,"J",933,"H",3749,19,"FRIES","VA","GRAYSON"
"24333","GALAX, VA",,"G",6472,"G",48161,"G",196378,377,"GALAX","VA","GALAX CITY"
"24340","GLADE SPRING, VA",,"G",1285,"H",11438,"H",48097,77,"GLADE SPRING","VA","WASHINGTON"
"24343","HILLSVILLE, VA",,"G",2505,"G",14003,"G",66570,208,"HILLSVILLE","VA","CARROLL"
"24347","HIWASSEE, VA",,"J",73,"J",529,"J",2519,12,"HIWASSEE","VA","PULASKI"
"24348","INDEPENDENCE, VA",,"H",735,"J",4882,"H",21400,73,"INDEPENDENCE","VA","GRAYSON"
"24350","IVANHOE, VA",,"G",25,"H",239,"H",985,6,"IVANHOE","VA","WYTHE"
"24351","LAMBSBURG, VA",,"G",181,"G",611,"G",2893,7,"LAMBSBURG","VA","CARROLL"
"24352","LAUREL FORK, VA",,"G",151,"G",1218,"G",5537,9,"LAUREL FORK","VA","CARROLL"
"24354","MARION, VA",,"H",5450,"G",41779,"G",176541,299,"MARION","VA","SMYTH"
"24360","MAX MEADOWS, VA",,"G",671,"G",3885,"G",16631,72,"MAX MEADOWS","VA","WYTHE"
"24361","MEADOWVIEW, VA",,"G",226,"G",1333,"G",5671,39,"MEADOWVIEW","VA","WASHINGTON"
"24363","MOUTH OF WILSON, VA",,"G",102,"J",577,"J",2289,11,"MOUTH OF WILSON","VA","GRAYSON"
"24366","ROCKY GAP, VA",,"H",116,"H",1303,"H",6231,17,"ROCKY GAP","VA","BLAND"
"24368","RURAL RETREAT, VA",,"H",911,"H",7173,"H",30899,76,"RURAL RETREAT","VA","WYTHE"
"24370","SALTVILLE, VA",,"H",535,"G",4148,"G",17207,62,"SALTVILLE","VA","SMYTH"
"24374","SPEEDWELL, VA",,"H",20,"G",90,"G",399,6,"SPEEDWELL","VA","WYTHE"
"24375","SUGAR GROVE, VA",,"H",41,"G",108,"G",618,11,"SUGAR GROVE","VA","SMYTH"
"24377","TANNERSVILLE, VA","A","D",0,"D",0,"D",0,2,"TANNERSVILLE","VA","TAZEWELL"
"24378","TROUTDALE, VA",,"G",22,"G",208,"G",696,9,"TROUTDALE","VA","GRAYSON"
"24380","WILLIS, VA",,"H",84,"G",393,"G",1883,24,"WILLIS","VA","FLOYD"
"24381","WOODLAWN, VA",,"H",382,"H",3165,"H",12942,43,"WOODLAWN","VA","CARROLL"
"24382","WYTHEVILLE, VA",,"G",7526,"G",56265,"G",241739,485,"WYTHEVILLE","VA","WYTHE"
"24401","STAUNTON, VA",,"G",13265,"G",90015,"G",376083,997,"STAUNTON","VA","STAUNTON CITY"
"24402","STAUNTON, VA",,"H",432,"G",3620,"G",15561,32,"STAUNTON","VA","STAUNTON CITY"
"24411","AUGUSTA SPRINGS, VA","B","D",0,"D",0,"D",0,3,"AUGUSTA SPRINGS","VA","AUGUSTA"
"24413","BLUE GRASS, VA",,"G",30,"G",149,"H",669,6,"BLUE GRASS","VA","HIGHLAND"
"24416","BUENA VISTA, VA",,"G",2348,"H",18726,"H",79219,122,"BUENA VISTA","VA","BUENA VISTA CITY"
"24421","CHURCHVILLE, VA",,"G",210,"G",893,"G",3746,60,"CHURCHVILLE","VA","AUGUSTA"
"24422","CLIFTON FORGE, VA",,"G",896,"H",5872,"G",24196,100,"CLIFTON FORGE","VA","ALLEGHANY"
"24426","COVINGTON, VA",,"H",4798,"H",56026,"H",218938,322,"COVINGTON","VA","COVINGTON CITY"
"24430","CRAIGSVILLE, VA",,"J",33,"G",172,"G",702,8,"CRAIGSVILLE","VA","AUGUSTA"
"24431","CRIMORA, VA",,"J",78,"H",380,"H",1428,23,"CRIMORA","VA","AUGUSTA"
"24432","DEERFIELD, VA",,"G",4,"G",7,"J",29,3,"DEERFIELD","VA","AUGUSTA"
"24433","DOE HILL, VA","A","D",0,"D",0,"D",0,1,"DOE HILL","VA","HIGHLAND"
"24435","FAIRFIELD, VA",,"H",171,"H",984,"H",4350,35,"FAIRFIELD","VA","ROCKBRIDGE"
"24437","FORT DEFIANCE, VA",,"J",24,"H",125,"H",649,10,"FORT DEFIANCE","VA","AUGUSTA"
"24439","GOSHEN, VA",,"G",167,"G",1351,"G",6007,19,"GOSHEN","VA","ROCKBRIDGE"
"24440","GREENVILLE, VA",,"G",119,"G",602,"G",2644,37,"GREENVILLE","VA","AUGUSTA"
"24441","GROTTOES, VA",,"H",632,"H",5165,"H",19511,78,"GROTTOES","VA","ROCKINGHAM"
"24442","HEAD WATERS, VA",,"G",4,"H",29,"J",281,3,"HEAD WATERS","VA","HIGHLAND"
"24445","HOT SPRINGS, VA",,"H",1865,"H",13029,"H",59881,65,"HOT SPRINGS","VA","BATH"
"24448","IRON GATE, VA","A","D",0,"D",0,"D",0,2,"IRON GATE","VA","ALLEGHANY"
"24450","LEXINGTON, VA",,"G",6142,"H",50109,"G",212135,510,"LEXINGTON","VA","LEXINGTON CITY"
"24457","LOW MOOR, VA",,"H",541,"J",5837,"J",24022,32,"LOW MOOR","VA","ALLEGHANY"
"24458","MC DOWELL, VA",,"H",24,"J",107,"J",444,11,"MC DOWELL","VA","HIGHLAND"
"24459","MIDDLEBROOK, VA",,"J",42,"H",299,"H",1359,11,"MIDDLEBROOK","VA","AUGUSTA"
"24460","MILLBORO, VA",,"H",173,"H",1613,"H",7064,35,"MILLBORO","VA","BATH"
"24463","MINT SPRING, VA","A","D",0,"D",0,"D",0,1,"MINT SPRING","VA","AUGUSTA"
"24464","MONTEBELLO, VA",,"J",10,"J",105,"H",592,5,"MONTEBELLO","VA","NELSON"
"24465","MONTEREY, VA",,"G",306,"G",1704,"G",7451,68,"MONTEREY","VA","HIGHLAND"
"24467","MOUNT SIDNEY, VA",,"G",264,"G",1766,"G",7720,38,"MOUNT SIDNEY","VA","AUGUSTA"
"24468","MUSTOE, VA","A","D",0,"D",0,"D",0,1,"MUSTOE","VA","HIGHLAND"
"24469","NEW HOPE, VA","A","D",0,"D",0,"D",0,2,"NEW HOPE","VA","AUGUSTA"
"24471","PORT REPUBLIC, VA",,"H",51,"G",236,"G",1189,16,"PORT REPUBLIC","VA","ROCKINGHAM"
"24472","RAPHINE, VA",,"G",491,"H",2697,"H",11808,31,"RAPHINE","VA","ROCKBRIDGE"
"24473","ROCKBRIDGE BATHS, VA",,"G",16,"H",79,"G",471,8,"ROCKBRIDGE BATHS","VA","ROCKBRIDGE"
"24474","SELMA, VA",,"J",77,"H",582,"H",2542,8,"SELMA","VA","ALLEGHANY"
"24476","STEELES TAVERN, VA",,"H",32,"H",133,"H",622,11,"STEELES TAVERN","VA","AUGUSTA"
"24477","STUARTS DRAFT, VA",,"G",3926,"G",43266,"G",184193,183,"STUARTS DRAFT","VA","AUGUSTA"
"24479","SWOOPE, VA",,"J",38,"J",245,"H",1325,16,"SWOOPE","VA","AUGUSTA"
"24482","VERONA, VA",,"H",2745,"H",23377,"H",108921,156,"VERONA","VA","AUGUSTA"
"24483","VESUVIUS, VA",,"J",25,"G",80,"G",469,11,"VESUVIUS","VA","ROCKBRIDGE"
"24484","WARM SPRINGS, VA",,"J",139,"J",1754,"J",6767,25,"WARM SPRINGS","VA","BATH"
"24485","WEST AUGUSTA, VA","A","D",0,"D",0,"D",0,2,"WEST AUGUSTA","VA","AUGUSTA"
"24486","WEYERS CAVE, VA",,"G",1330,"G",14077,"G",59272,89,"WEYERS CAVE","VA","AUGUSTA"
"24487","WILLIAMSVILLE, VA",,"J",53,"J",430,"J",1982,5,"WILLIAMSVILLE","VA","BATH"
"24501","LYNCHBURG, VA",,"G",19002,"H",217679,"G",880849,809,"LYNCHBURG","VA","LYNCHBURG CITY"
"24502","LYNCHBURG, VA",,"G",20351,"G",152535,"G",633574,1272,"LYNCHBURG","VA","LYNCHBURG CITY"
"24503","LYNCHBURG, VA",,"H",5241,"H",43358,"H",182777,330,"LYNCHBURG","VA","LYNCHBURG CITY"
"24504","LYNCHBURG, VA",,"G",8075,"H",145930,"H",522754,320,"LYNCHBURG","VA","LYNCHBURG CITY"
"24505","LYNCHBURG, VA",,"H",531,"G",5756,"H",25585,27,"LYNCHBURG","VA","LYNCHBURG CITY"
"24506","LYNCHBURG, VA",,"H",2352,"H",35241,"H",151905,28,"LYNCHBURG","VA","LYNCHBURG CITY"
"24513","LYNCHBURG, VA","G","D",0,"D",0,"D",0,1,"LYNCHBURG","VA","LYNCHBURG CITY"
"24514","LYNCHBURG, VA","I","D",0,"D",0,"D",0,2,"LYNCHBURG","VA","LYNCHBURG CITY"
"24515","LYNCHBURG, VA","E","D",0,"D",0,"D",0,6,"LYNCHBURG","VA","LYNCHBURG CITY"
"24517","ALTAVISTA, VA",,"G",4365,"H",34330,"H",139039,199,"ALTAVISTA","VA","CAMPBELL"
"24520","ALTON, VA",,"J",289,"H",1074,"H",5715,24,"ALTON","VA","HALIFAX"
"24521","AMHERST, VA",,"H",2096,"H",21217,"H",91465,218,"AMHERST","VA","AMHERST"
"24522","APPOMATTOX, VA",,"G",2010,"G",12393,"G",52307,226,"APPOMATTOX","VA","APPOMATTOX"
"24523","BEDFORD, VA",,"G",4782,"G",35586,"G",147269,495,"BEDFORD","VA","BEDFORD"
"24526","BIG ISLAND, VA",,"H",573,"J",10914,"J",39857,25,"BIG ISLAND","VA","BEDFORD"
"24527","BLAIRS, VA",,"J",970,"J",5157,"J",22020,50,"BLAIRS","VA","PITTSYLVANIA"
"24528","BROOKNEAL, VA",,"G",718,"G",5284,"G",22278,73,"BROOKNEAL","VA","CAMPBELL"
"24529","BUFFALO JUNCTION, VA",,"H",52,"H",279,"H",1446,21,"BUFFALO JUNCTION","VA","MECKLENBURG"
"24530","CALLANDS, VA",,"G",21,"H",121,"H",409,8,"CALLANDS","VA","PITTSYLVANIA"
"24531","CHATHAM, VA",,"G",2274,"G",19998,"G",86462,198,"CHATHAM","VA","PITTSYLVANIA"
"24533","CLIFFORD, VA","A","D",0,"D",0,"D",0,2,"CLIFFORD","VA","AMHERST"
"24534","CLOVER, VA",,"G",215,"H",3931,"H",15341,13,"CLOVER","VA","HALIFAX"
"24535","CLUSTER SPRINGS, VA",,"H",26,"G",74,"H",342,6,"CLUSTER SPRINGS","VA","HALIFAX"
"24536","COLEMAN FALLS, VA",,"H",20,"H",181,"J",860,4,"COLEMAN FALLS","VA","BEDFORD"
"24538","CONCORD, VA",,"G",551,"H",5039,"G",21530,68,"CONCORD","VA","CAMPBELL"
"24539","CRYSTAL HILL, VA","C","D",0,"D",0,"D",0,5,"CRYSTAL HILL","VA","HALIFAX"
"24540","DANVILLE, VA",,"G",12350,"G",82961,"G",346264,759,"DANVILLE","VA","DANVILLE CITY"
"24541","DANVILLE, VA",,"G",12432,"G",113648,"G",482104,723,"DANVILLE","VA","DANVILLE CITY"
"24543","DANVILLE, VA",,"H",379,"H",2347,"H",10366,24,"DANVILLE","VA","DANVILLE CITY"
"24549","DRY FORK, VA",,"H",134,"H",808,"H",3983,37,"DRY FORK","VA","PITTSYLVANIA"
"24550","EVINGTON, VA",,"H",504,"H",4430,"H",21218,79,"EVINGTON","VA","CAMPBELL"
"24551","FOREST, VA",,"G",7598,"G",77380,"G",298989,598,"FOREST","VA","BEDFORD"
"24553","GLADSTONE, VA",,"H",134,"H",1021,"H",5230,21,"GLADSTONE","VA","NELSON"
"24554","GLADYS, VA",,"H",352,"J",3497,"J",13637,37,"GLADYS","VA","CAMPBELL"
"24555","GLASGOW, VA",,"J",807,"J",8426,"J",32125,27,"GLASGOW","VA","ROCKBRIDGE"
"24556","GOODE, VA",,"G",253,"G",1853,"G",8407,57,"GOODE","VA","BEDFORD"
"24557","GRETNA, VA",,"G",1434,"G",10137,"G",42011,130,"GRETNA","VA","PITTSYLVANIA"
"24558","HALIFAX, VA",,"H",684,"H",4828,"H",21626,104,"HALIFAX","VA","HALIFAX"
"24562","HOWARDSVILLE, VA",,"G",19,"G",86,"H",502,11,"HOWARDSVILLE","VA","BUCKINGHAM"
"24563","HURT, VA",,"G",193,"H",1076,"H",4416,44,"HURT","VA","PITTSYLVANIA"
"24565","JAVA, VA",,"G",75,"H",778,"H",3337,7,"JAVA","VA","PITTSYLVANIA"
"24566","KEELING, VA",,"J",37,"H",135,"G",569,10,"KEELING","VA","PITTSYLVANIA"
"24569","LONG ISLAND, VA",,"H",72,"H",469,"H",2248,8,"LONG ISLAND","VA","PITTSYLVANIA"
"24570","LOWRY, VA","A","D",0,"D",0,"D",0,1,"LOWRY","VA","BEDFORD"
"24571","LYNCH STATION, VA",,"H",105,"H",568,"H",2514,18,"LYNCH STATION","VA","CAMPBELL"
"24572","MADISON HEIGHTS, VA",,"G",2997,"G",19102,"G",80605,294,"MADISON HEIGHTS","VA","AMHERST"
"24574","MONROE, VA",,"G",460,"G",3443,"G",15958,48,"MONROE","VA","AMHERST"
"24577","NATHALIE, VA",,"J",90,"H",682,"H",2915,31,"NATHALIE","VA","HALIFAX"
"24578","NATURAL BRIDGE, VA",,"G",307,"G",1386,"G",8334,34,"NATURAL BRIDGE","VA","ROCKBRIDGE"
"24579","NATURAL BRIDGE STATION, VA",,"J",180,"H",903,"H",3813,21,"NATURAL BRIDGE STATION","VA","ROCKBRIDGE"
"24580","NELSON, VA",,"J",13,"H",79,"G",289,8,"NELSON","VA","MECKLENBURG"
"24581","NORWOOD, VA","A","D",0,"D",0,"D",0,2,"NORWOOD","VA","NELSON"
"24586","RINGGOLD, VA",,"G",1140,"G",10522,"G",42817,57,"RINGGOLD","VA","PITTSYLVANIA"
"24588","RUSTBURG, VA",,"H",1385,"H",9268,"H",40152,197,"RUSTBURG","VA","CAMPBELL"
"24589","SCOTTSBURG, VA",,"H",175,"H",1157,"H",4939,24,"SCOTTSBURG","VA","HALIFAX"
"24590","SCOTTSVILLE, VA",,"G",726,"G",4982,"G",23105,124,"SCOTTSVILLE","VA","ALBEMARLE"
"24592","SOUTH BOSTON, VA",,"G",7963,"G",65857,"G",272117,451,"SOUTH BOSTON","VA","HALIFAX"
"24593","SPOUT SPRING, VA",,"H",91,"G",442,"G",1877,18,"SPOUT SPRING","VA","APPOMATTOX"
"24594","SUTHERLIN, VA",,"G",183,"G",1211,"G",5990,21,"SUTHERLIN","VA","PITTSYLVANIA"
"24595","SWEET BRIAR, VA","F","D",0,"D",0,"D",0,4,"SWEET BRIAR","VA","AMHERST"
"24597","VERNON HILL, VA",,"J",38,"H",131,"G",583,11,"VERNON HILL","VA","HALIFAX"
"24598","VIRGILINA, VA",,"H",115,"G",585,"G",2780,22,"VIRGILINA","VA","HALIFAX"
"24599","WINGINA, VA",,"J",47,"J",361,"J",1652,11,"WINGINA","VA","BUCKINGHAM"
"24601","AMONATE, VA","A","D",0,"D",0,"D",0,1,"AMONATE","VA","TAZEWELL"
"24602","BANDY, VA",,"H",60,"J",514,"H",1387,5,"BANDY","VA","TAZEWELL"
"24603","BIG ROCK, VA",,"J",108,"H",1133,"H",4753,19,"BIG ROCK","VA","BUCHANAN"
"24604","BISHOP, VA","C","D",0,"D",0,"D",0,4,"BISHOP","VA","TAZEWELL"
"24605","BLUEFIELD, VA",,"G",4174,"G",35000,"G",140432,235,"BLUEFIELD","VA","TAZEWELL"
"24606","BOISSEVAIN, VA","A","D",0,"D",0,"D",0,2,"BOISSEVAIN","VA","TAZEWELL"
"24607","BREAKS, VA",,"J",9,"H",50,"G",283,4,"BREAKS","VA","DICKENSON"
"24608","BURKES GARDEN, VA","A","D",0,"D",0,"D",0,1,"BURKES GARDEN","VA","TAZEWELL"
"24609","CEDAR BLUFF, VA",,"H",1866,"H",15893,"G",64402,141,"CEDAR BLUFF","VA","TAZEWELL"
"24612","DORAN, VA",,"H",45,"H",231,"H",929,4,"DORAN","VA","TAZEWELL"
"24613","FALLS MILLS, VA",,"G",68,"H",456,"H",1908,12,"FALLS MILLS","VA","TAZEWELL"
"24614","GRUNDY, VA",,"H",2367,"H",19165,"H",81416,201,"GRUNDY","VA","BUCHANAN"
"24620","HURLEY, VA",,"H",219,"H",2157,"H",8701,25,"HURLEY","VA","BUCHANAN"
"24622","JEWELL RIDGE, VA",,"J",11,"H",72,"H",318,5,"JEWELL RIDGE","VA","TAZEWELL"
"24624","KEEN MOUNTAIN, VA","A","D",0,"D",0,"D",0,2,"KEEN MOUNTAIN","VA","BUCHANAN"
"24627","MAVISDALE, VA","B","D",0,"D",0,"D",0,1,"MAVISDALE","VA","BUCHANAN"
"24628","MAXIE, VA","B","D",0,"D",0,"D",0,1,"MAXIE","VA","BUCHANAN"
"24630","NORTH TAZEWELL, VA",,"G",1109,"G",7499,"G",30718,129,"NORTH TAZEWELL","VA","TAZEWELL"
"24631","OAKWOOD, VA",,"G",634,"G",8695,"G",32839,51,"OAKWOOD","VA","BUCHANAN"
"24634","PILGRIMS KNOB, VA",,"J",42,"J",441,"J",1837,4,"PILGRIMS KNOB","VA","BUCHANAN"
"24635","POCAHONTAS, VA",,"J",15,"J",164,"H",516,5,"POCAHONTAS","VA","TAZEWELL"
"24637","POUNDING MILL, VA",,"H",1404,"H",10147,"H",41647,82,"POUNDING MILL","VA","TAZEWELL"
"24639","RAVEN, VA",,"H",819,"H",14531,"H",61209,35,"RAVEN","VA","BUCHANAN"
"24640","RED ASH, VA","C","D",0,"D",0,"D",0,2,"RED ASH","VA","TAZEWELL"
"24641","RICHLANDS, VA",,"G",2368,"H",22693,"H",86949,215,"RICHLANDS","VA","TAZEWELL"
"24646","ROWE, VA",,"J",30,"H",363,"J",1320,6,"ROWE","VA","BUCHANAN"
"24647","SHORTT GAP, VA","A","D",0,"D",0,"D",0,1,"SHORTT GAP","VA","BUCHANAN"
"24649","SWORDS CREEK, VA",,"H",183,"J",1629,"J",6471,18,"SWORDS CREEK","VA","RUSSELL"
"24651","TAZEWELL, VA",,"G",1569,"G",11988,"G",48779,184,"TAZEWELL","VA","TAZEWELL"
"24656","VANSANT, VA",,"G",1149,"H",18317,"H",49383,74,"VANSANT","VA","BUCHANAN"
"24657","WHITEWOOD, VA","B","D",0,"D",0,"D",0,4,"WHITEWOOD","VA","BUCHANAN"
"24701","BLUEFIELD, WV",,"G",6440,"G",52834,"G",209070,493,"BLUEFIELD","WV","MERCER"
"24712","ATHENS, WV",,"H",638,"H",3788,"H",15782,30,"ATHENS","WV","MERCER"
"24714","BEESON, WV","A","D",0,"D",0,"D",0,2,"BEESON","WV","MERCER"
"24715","BRAMWELL, WV",,"J",41,"J",110,"J",396,7,"BRAMWELL","WV","MERCER"
"24716","BUD, WV",,"H",25,"H",284,"H",851,5,"BUD","WV","WYOMING"
"24724","FREEMAN, WV","A","D",0,"D",0,"D",0,1,"FREEMAN","WV","MERCER"
"24726","HERNDON, WV",,"G",8,"G",61,"G",251,3,"HERNDON","WV","WYOMING"
"24731","KEGLEY, WV",,"J",12,"J",132,"J",489,4,"KEGLEY","WV","MERCER"
"24732","KELLYSVILLE, WV","A","D",0,"D",0,"D",0,1,"KELLYSVILLE","WV","MERCER"
"24733","LASHMEET, WV",,"H",26,"H",223,"H",860,5,"LASHMEET","WV","MERCER"
"24736","MATOAKA, WV","B","D",0,"D",0,"D",0,5,"MATOAKA","WV","MERCER"
